iter	Passed	Remaining
477	17070	18641
478	17098	18597
479	17134	18562
480	17181	18538
481	17206	18491
482	17239	18452
483	17264	18405
484	17292	18361
485	17317	18315
486	17398	18327
487	17446	18304
488	17506	18293
489	17559	18275
490	17590	18234
491	17616	18189
492	17643	18144
493	17669	18098
494	17701	18059
495	17739	18026
496	17778	17993
497	17816	17959
498	17845	17916
499	17883	17883
500	17915	17843
501	17970	17827
502	18012	17797
503	18054	17767
504	18091	17733
505	18123	17694
506	18161	17659
507	18195	17622
508	18236	17591
509	18271	17554
510	18323	17534
511	18348	17488
512	18384	17452
513	18432	17428
514	18457	17382
515	18495	17348
516	18528	17310
517	18555	17266
518	18579	17219
519	18603	17172
520	18628	17126
521	18655	17082
522	18698	17054
523	18730	17014
524	18761	16974
525	18784	16927
526	18812	16885
527	18838	16840
528	18876	16806
529	18908	16768
530	18943	16731
531	18978	16695
532	19005	16651
533	19039	16615
534	19064	16570
535	19094	16529
536	19117	16482
537	19157	16450
538	19195	16417
539	19219	16371
540	19247	16329
541	19272	16285
542	19314	16255
543	19347	16217
544	19376	16176
545	19425	16152
546	19452	16109
547	19485	16072
548	19511	16028
549	19542	15989
550	19577	15953
551	19606	15912
552	19656	15889
553	19684	15846
554	19717	15809
555	19755	15776
556	19785	15735
557	19818	15698
558	19869	15675
559	19901	15636
560	19967	15625
561	20041	15619
562	20134	15628
563	20222	15632
564	20265	15602
565	20346	15601
566	20370	15556
567	20403	15518
568	20437	15481
569	20458	15433
570	20493	15397
571	20521	15354
572	20545	15310
573	20570	15266
574	20592	15220
575	20621	15180
576	20648	15137
577	20677	15096
578	20706	15056
579	20733	15013
580	20758	14970
581	20788	14930
582	20816	14889
583	20841	14845
584	20875	14809
585	20898	14764
586	20922	14720
587	20949	14679
588	20978	14638
589	21007	14598
590	21055	14571
591	21137	14567
592	21178	14535
593	21211	14497
594	21247	14462
595	21279	14424
596	21325	14395
597	21361	14359
598	21402	14327
599	21438	14292
600	21475	14257
601	21507	14219
602	21542	14183
603	21573	14144
604	21606	14106
605	21636	14067
606	21665	14027
607	21709	13996
608	21737	13956
609	21785	13928
610	21816	13889
611	21850	13853
612	21878	13812
613	21907	13772
614	21941	13736
615	21981	13702
616	22003	13658
617	22038	13622
618	22069	13584
619	22104	13547
620	22129	13505
621	22156	13464
622	22180	13422
623	22215	13385
624	22243	13346
625	22268	13304
626	22306	13270
627	22343	13235
628	22376	13198
629	22419	13166
630	22448	13127
631	22479	13089
632	22511	13051
633	22556	13021
634	22596	12988
635	22633	12953
636	22656	12910
637	22682	12869
638	22734	12843
639	22791	12820
640	22834	12788
641	22872	12754
642	22913	12721
643	22952	12687
644	22991	12654
645	23038	12624
646	23077	12591
647	23105	12551
648	23134	12511
649	23158	12469
650	23199	12437
651	23224	12396
652	23258	12359
653	23287	12320
654	23323	12284
655	23354	12246
656	23383	12207
657	23407	12166
658	23436	12127
659	23473	12092
660	23500	12052
661	23526	12011
662	23556	11973
663	23581	11933
664	23607	11892
665	23640	11855
666	23682	11823
667	23716	11787
668	23741	11746
669	23766	11705
670	23808	11673
671	23873	11652
672	23923	11624
673	23958	11588
674	23990	11550
675	24018	11511
676	24044	11471
677	24072	11432
678	24097	11392
679	24126	11353
680	24151	11313
681	24182	11275
682	24221	11242
683	24248	11202
684	24273	11162
685	24310	11127
686	24331	11085
687	24355	11044
688	24377	11003
689	24413	10968
690	24430	10924
691	24454	10884
692	24493	10850
693	24516	10809
694	24574	10784
695	24612	10750
696	24648	10715
697	24671	10674
698	24717	10643
699	24742	10603
700	24773	10566
701	24813	10533
702	24843	10495
703	24876	10459
704	24908	10422
705	24935	10383
706	24980	10352
707	25015	10316
708	25050	10281
709	25084	10245
710	25115	10208
711	25145	10171
712	25172	10132
713	25199	10093
714	25225	10055
715	25266	10021
716	25297	9984
717	25332	9949
718	25372	9916
719	25404	9879
720	25437	9843
721	25460	9803
722	25483	9763
723	25506	9723
724	25540	9687
725	25573	9651
726	25598	9612
727	25632	9577
728	25656	9537
729	25681	9498
730	25745	9474
731	25843	9461
732	25909	9437
733	25987	9417
734	26055	9394
735	26085	9356
736	26109	9317
737	26143	9281
738	26172	9243
739	26197	9204
740	26221	9165
741	26248	9126
742	26283	9091
743	26307	9051
744	26340	9016
745	26364	8976
746	26387	8937
747	26412	8898
748	26439	8860
749	26464	8821
750	26503	8787
751	26526	8747
752	26563	8713
753	26601	8678
754	26634	8642
755	26656	8603
756	26682	8565
757	26717	8529
758	26752	8494
759	26782	8457
760	26807	8419
761	26855	8388
762	26888	8351
763	26920	8315
764	26959	8281
765	27013	8252
766	27038	8213
767	27067	8176
768	27150	8155
769	27193	8122
770	27239	8090
771	27260	8051
772	27301	8017
773	27324	7978
774	27348	7940
775	27384	7904
776	27414	7868
777	27442	7830
778	27471	7793
779	27503	7757
780	27531	7720
781	27569	7685
782	27591	7646
783	27628	7611
784	27658	7575
785	27701	7542
786	27743	7508
787	27783	7474
788	27831	7442
789	27857	7405
790	27894	7370
791	27930	7335
792	27978	7303
793	28006	7266
794	28041	7230
795	28087	7198
796	28121	7162
797	28148	7125
798	28184	7090
799	28222	7055
800	28253	7019
801	28302	6987
802	28337	6951
803	28378	6918
804	28404	6880
805	28433	6843
806	28467	6808
807	28499	6772
808	28524	6734
809	28549	6696
810	28594	6663
811	28634	6629
812	28660	6592
813	28698	6557
814	28734	6522
815	28763	6485
816	28782	6447
817	28835	6415
818	28858	6377
819	28893	6342
820	28939	6309
821	28971	6273
822	29006	6238
823	29042	6203
824	29189	6191
825	29221	6155
826	29268	6122
827	29290	6084
828	29315	6047
829	29338	6009
830	29370	5973
831	29404	5937
832	29426	5899
833	29453	5862
834	29484	5826
835	29512	5789
836	29537	5752
837	29562	5714
838	29585	5677
839	29610	5640
840	29646	5605
841	29672	5568
842	29697	5530
843	29724	5494
844	29757	5458
845	29781	5421
846	29824	5387
847	29869	5353
848	29906	5319
849	29947	5284
850	29979	5249
851	30007	5212
852	30044	5177
853	30079	5142
854	30107	5106
855	30141	5070
856	30178	5035
857	30203	4998
858	30237	4963
859	30270	4927
860	30312	4893
861	30341	4857
862	30366	4820
863	30390	4783
864	30415	4746
865	30456	4712
866	30486	4676
867	30518	4641
868	30544	4604
869	30568	4567
870	30591	4530
871	30639	4497
872	30669	4461
873	30698	4425
874	30730	4390
875	30773	4356
876	30808	4320
877	30844	4285
878	30879	4250
879	30912	4215
880	30943	4179
881	30984	4145
882	31036	4112
883	31071	4077
884	31113	4042
885	31156	4008
886	31190	3973
887	31223	3938
888	31260	3903
889	31295	3867
890	31320	3831
891	31353	3796
892	31381	3760
893	31404	3723
894	31431	3687
895	31460	3651
896	31490	3616
897	31525	3580
898	31554	3545
899	31586	3509
900	31616	3473
901	31649	3438
902	31680	3403
903	31706	3367
904	31746	3332
905	31769	3296
906	31841	3264
907	31884	3230
908	31965	3200
909	32101	3174
910	32198	3145
911	32220	3108
912	32249	3073
913	32272	3036
914	32295	3000
915	32317	2963
916	32338	2927
917	32385	2892
918	32423	2857
919	32447	2821
920	32473	2785
921	32503	2749
922	32525	2713
923	32552	2677
924	32574	2641
925	32614	2606
926	32637	2570
927	32664	2534
928	32693	2498
929	32716	2462
930	32743	2426
931	32770	2390
932	32797	2355
933	32820	2319
934	32854	2283
935	32879	2248
936	32904	2212
937	32950	2177
938	32985	2142
939	33021	2107
940	33046	2071
941	33090	2037
942	33136	2002
943	33170	1967
944	33209	1932
945	33252	1898
946	33290	1863
947	33323	1827
948	33355	1792
949	33390	1757
950	33417	1721
951	33442	1686
952	33474	1650
953	33501	1615
954	33525	1579
955	33558	1544
956	33589	1509
957	33609	1473
958	33648	1438
959	33672	1403
960	33694	1367
961	33731	1332
962	33760	1297
963	33798	1262
964	33826	1226
965	33850	1191
966	33875	1156
967	33919	1121
968	33955	1086
969	33978	1050
970	34017	1015
971	34040	980
972	34090	945
973	34126	910
974	34167	876
975	34193	840
976	34223	805
977	34264	770
978	34299	735
979	34338	700
980	34376	665
981	34418	630
982	34457	595
983	34489	560
984	34527	525
985	34562	490
986	34590	455
987	34644	420
988	34686	385
989	34730	350
990	34772	315
991	34801	280
992	34826	245
993	34863	210
994	34891	175
995	34930	140
996	34968	105
997	35001	70
998	35030	35
999	35065	0
